District code,State name,District Name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Housholds_with_Electric_Lighting,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Television,Households_with_Telephone_Mobile_Phone,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000
582,KARNATAKA,Chikkaballapura,1255104,636437,618667,783222,442158,341064,639778,384452,255326,535565,104213,615326,257243,315649,94053,409702,100059,219778,193549,187040,80928,55056,843041,380402,1223443,666451,350299,236864,96837,6620,152493,167548,189857,102957,2553,70656,467,117,5017,146545,65572,383,201796,67599,12476,28578,41054,43299,176104,79878,52927,55018,10135,193793,42283,6796,8312,1156,360,37923,65
583,KARNATAKA,Bangalore Rural,990923,509172,481751,688749,385311,303438,459891,315499,144392,389989,69902,531032,214253,231052,95410,326462,100770,168165,126285,166677,82235,51015,705888,205062,910950,535765,278153,176083,93908,10389,156967,165588,201156,179589,775,65318,47,45,7737,122564,59332,70,150162,63010,9652,23267,32919,37517,144124,67485,39122,39473,8229,156406,30515,5347,6614,986,281,31210,164
584,KARNATAKA,Ramanagara,1082636,548008,534628,674758,378461,296297,531459,344349,187110,458841,72618,551177,238926,266950,84834,351784,98447,187673,119218,155358,77233,46318,693049,324721,1017770,559082,297330,224785,82389,5537,141873,148199,222082,108891,980,45742,177,63,1536,146936,76665,45,210395,41557,14046,27622,41668,44136,166625,77262,45227,44367,7134,179278,31569,4697,5493,650,146,43454,230
585,GOA,North Goa,818008,416677,401331,663060,351738,311322,327658,239125,88533,269437,58221,490350,173951,115859,209230,325089,40968,101521,148792,153887,87513,86781,636063,99538,735601,380926,260533,175035,41713,44342,146307,158921,159976,140924,15156,461,1861,447,2293,27004,144020,774,150059,388,9322,19791,29113,33201,114062,48962,31899,28595,7315,122650,18253,3867,4750,736,147,33432,122
586,GOA,South Goa,640537,322463,318074,502427,264085,238342,249590,180411,69179,206616,42974,390947,138810,88620,162873,251493,29874,73039,119869,108989,64786,57460,463596,88577,552173,314480,194872,130605,37799,35031,115535,128759,129135,116414,7809,645,2110,628,1742,22951,113324,351,125635,467,7659,16552,24211,26670,90673,38349,25654,23123,5721,96972,14089,2921,3563,511,131,29104,87
587,LAKSHADWEEP,Lakshadweep,64473,33123,31350,52553,28023,24530,18753,15318,3435,10804,7949,45720,10669,5289,15953,21242,5641,13391,13836,13997,6642,3491,58057,5953,64010,33877,19244,11237,9027,245,6855,10023,10394,10467,6942,271,0,1,547,1534,8956,38,2168,5,651,670,1321,965,3996,1570,1461,3068,2318,6331,861,271,412,84,57,3099,104
588,KERALA,Kasaragod,1307375,628613,678762,1037492,516476,521016,462998,325095,137903,372700,90298,844377,237670,251641,166164,417805,115476,268084,230416,238900,122657,76192,1068310,212905,1281215,688763,369883,246975,27736,19438,179664,239445,236961,245747,157785,40573,6714,505,8940,40315,195593,6792,36736,35578,8292,22720,31012,39574,157758,68195,49989,58340,20652,179252,33751,8442,10603,1776,385,44156,305
589,KERALA,Kannur,2523003,1181446,1341557,2138434,1012956,1125478,824116,609377,214739,694209,129907,1698887,511167,306288,566191,872479,204713,487016,491844,540383,308670,217203,2290106,279352,2569458,1187177,741984,588081,66300,44108,423337,503214,497016,530436,397151,13746,10820,181,9712,63511,440610,3593,63652,12764,19717,54436,74153,87111,330674,149708,93855,101710,36672,350621,72201,15978,20104,3317,809,100283,536
590,KERALA,Wayanad,817420,401684,415736,645585,328136,317449,340077,228639,111438,263445,76632,477343,149864,266183,11805,277988,65326,144896,137227,184266,87042,51111,678654,131211,809865,412806,246590,157326,15359,13027,109972,155220,146524,170170,109208,6025,9019,541,2974,43873,111648,2890,41863,5784,6132,17127,23259,29933,125105,57494,37678,32026,5013,131870,25844,3484,3879,357,38,23810,234
591,KERALA,Kozhikode,3086293,1470942,1615351,2615443,1266939,1348504,948981,752333,196648,754187,194794,2137312,641660,323793,666543,990336,247996,564392,647221,630818,351267,250117,2744977,335520,3080497,1487644,909581,686109,94227,54277,490719,632201,613671,668842,396233,14347,10775,328,15285,86008,542267,1566,143663,12553,20408,63700,84108,114136,444561,198560,131865,122779,32377,459312,102483,21702,25527,3332,493,96503,770
592,KERALA,Malappuram,4112920,1960328,2152592,3311315,1597404,1713911,1062424,898157,164267,852047,210377,3050496,730119,634543,522586,1157129,415601,770417,814285,933793,392867,203779,3572086,622345,4194431,2406005,1041361,662311,96908,59145,485406,720497,692169,754074,508118,25795,4784,509,19300,95071,628805,1552,115058,22831,19178,49957,69135,92845,425449,169215,163389,200802,79209,482615,124797,40822,51784,9238,1724,115399,1156
593,KERALA,Palakkad,2809934,1359478,1450456,2239492,1122600,1116892,1042340,746121,296219,875540,166800,1767594,587583,665899,228442,894341,249198,492864,608176,572412,232109,180540,2371669,439934,2811603,1395222,802611,608966,101999,43458,447169,533223,511877,564142,257588,35861,6019,2587,9094,124408,450438,1540,269352,33936,27077,62135,89212,98388,394623,174911,121324,112468,31984,419607,85777,19925,24296,3683,688,98607,692
594,KERALA,Thrissur,3121200,1480763,1640437,2678548,1282261,1396287,1095727,789511,306216,929506,166221,2025473,721625,336748,715119,1051867,222627,445696,524387,821831,362657,338600,2787333,307665,3094998,1394214,931841,792182,248933,84016,616644,671105,712186,727823,328453,58189,369,190,9463,86332,622975,1327,204494,39221,28012,86762,114774,138655,499304,228326,132323,107091,22661,508265,98284,16971,19542,2261,310,117739,622
595,KERALA,Ernakulam,3282388,1619557,1662831,2855676,1425723,1429953,1249343,913249,336094,1061388,187955,2033045,771287,369694,804997,1174691,212263,446380,554817,702511,389793,429880,2848777,268315,3117092,1396968,1024720,858010,250078,135307,696129,741106,739614,774743,218410,7550,2196,372,6921,117964,635670,1166,453148,6856,23843,85162,109005,149988,568385,270983,147414,103994,10353,580054,112488,11394,12193,738,61,87002,654
596,KERALA,Idukki,1108974,552808,556166,923010,471881,451129,516363,331710,184653,415947,100416,592611,244844,391610,20823,412433,79149,166604,209398,261237,136428,86136,958204,126589,1084793,494456,352163,261471,19378,21976,207519,247060,203816,246878,90049,11282,42226,2746,8042,86906,114778,17303,83659,10710,10608,32718,43326,47205,192158,90960,53993,38760,2732,204760,36686,2817,2977,143,17,32553,329
597,KERALA,Kottayam,1974551,968289,1006262,1749798,861592,888206,735735,530322,205413,604553,131182,1238816,464039,481967,196194,678161,117681,271496,373998,475724,280720,221350,1793308,134393,1927701,811653,596302,565048,76041,73096,406922,451226,416985,464124,177265,7562,6936,730,15927,71856,350435,3337,110023,6897,15538,54557,70095,84509,330354,150425,95420,74003,6001,346188,72827,5858,6177,298,21,55261,481
598,KERALA,Alappuzha,2127789,1013142,1114647,1852797,890552,962245,804471,536738,267733,596387,208084,1323318,507913,331419,392117,723536,133039,334339,418953,573306,274789,198858,1991380,163991,2155371,891512,648522,585591,229196,42404,425707,466736,445638,490935,179060,75715,257,5108,14802,84378,384239,5721,184698,73399,20266,60721,80987,102594,368315,168549,97172,70844,8129,367040,76254,8258,8908,607,43,76073,516
599,KERALA,Pathanamthitta,1197412,561716,635696,1062553,499181,563372,392794,281854,110940,293257,99537,804618,302296,414992,57848,472840,64054,146138,202197,371128,172884,123549,1112427,71053,1183480,479207,346161,370887,56968,43382,255822,291089,256556,300484,138814,4279,4057,633,9846,37643,255020,2012,61113,3807,17097,48061,65158,64735,213318,94390,54193,38215,3277,216797,41724,3422,3652,215,15,57795,326
600,KERALA,Kollam,2635375,1246968,1388407,2240273,1074345,1165928,912025,644362,267663,695299,216726,1723350,630767,523715,401415,925130,172247,406592,562529,595191,307950,233402,2341963,231286,2573249,1177359,795245,660965,157906,58867,525754,569631,532705,626758,331377,5294,1564,249,16037,64485,568555,3167,179861,4608,26711,76792,103503,132475,466519,221052,112992,83769,9485,455971,83293,9101,9925,765,59,114087,667
601,KERALA,Thiruvananthapuram,3301427,1581678,1719749,2785408,1354857,1430551,1231669,864101,367568,921282,310387,2069758,783872,559293,609824,1169117,206328,460690,642470,682156,389161,381782,2838716,309042,3147758,1488441,989238,820024,136964,96456,658734,697741,613196,780821,367952,17578,2791,536,16123,83395,698056,3827,316393,16450,41529,99737,141266,156362,568815,271600,140853,103948,14745,579574,96518,12243,13652,1224,185,139030,766
602,TAMIL NADU,Thiruvallur,3728104,1876062,1852042,2791721,1495711,1296010,1538054,1103563,434491,1247918,290136,2190050,909400,387237,732196,1119433,181452,461918,600731,622789,303091,451321,2687680,610048,3297728,1925296,1154775,643614,374923,54505,857364,772398,786843,636991,53570,175520,1374,412,41640,531907,343722,858,625071,148885,32054,118838,150892,185181,671689,321799,164709,103687,12554,717165,93063,9615,10766,1021,130,117828,539
603,TAMIL NADU,Chennai,4646732,2335844,2310888,3776276,1968079,1808197,1817297,1369302,447995,1619554,197743,2829435,1096334,0,1314125,1314125,167207,516445,720331,801050,464207,905515,3642032,419065,4061097,2271657,1468902,899279,409796,146388,1055696,1017122,1073399,1057802,3500,170162,1061,49,18353,245763,844285,80,908587,43461,30582,139139,169721,237897,798018,377533,182588,122912,15916,859219,111380,15288,17628,1926,414,118340,471
604,TAMIL NADU,Kancheepuram,3998252,2012958,1985294,3013382,1611461,1401921,1673814,1181308,492506,1367378,306436,2324438,961161,438799,774705,1213504,183054,535947,608188,634172,312208,526886,2867809,678374,3546183,2076492,1200284,715895,425865,68427,904619,832716,805076,651240,39231,163172,1413,1411,26856,496248,435671,3262,732354,129924,37098,128984,166082,196143,701330,325921,179266,115195,11202,761575,97620,10013,11193,1025,155,123421,541
605,TAMIL NADU,Vellore,3936331,1961688,1974643,2773928,1504355,1269573,1689330,1123874,565456,1360185,329145,2247001,865913,653499,486801,1140300,191963,721473,719731,641585,311434,308514,2965827,891430,3857257,2096113,1116437,720713,491133,20393,797713,653681,693191,381181,26842,115013,515,616,10424,524806,324328,1047,765045,91887,36290,101364,137654,149485,615915,267798,198632,159413,14336,681392,113434,12677,14378,1470,231,118114,789
606,TAMIL NADU,Tiruvannamalai,2464875,1235889,1228986,1626813,909803,717010,1238177,738995,499182,970072,268105,1226698,549077,563102,147061,710163,203879,442688,423135,343955,174560,158041,1782712,672427,2455139,1301347,683904,477668,309133,7851,505170,389329,262010,135162,32837,53134,310,700,2850,401432,157967,915,496596,40597,27323,68693,96016,90489,382614,165526,126599,105226,9408,422698,77068,8445,9562,968,149,83936,545
607,TAMIL NADU,Viluppuram,3458873,1740819,1718054,2195776,1234479,961297,1703249,1017383,685866,1260802,442447,1755624,748444,808042,159272,967314,202930,646306,549742,508930,246856,229726,2430170,999902,3430072,1881463,949892,624042,351418,13030,676077,547305,307759,169801,35352,90689,842,1555,5283,612231,134578,1860,663958,59841,27779,86811,114590,120940,518788,222320,175528,154822,16143,579796,107471,12652,14726,1706,368,102350,730
608,TAMIL NADU,Salem,3482056,1781571,1700485,2285562,1285107,1000455,1694160,1083797,610363,1561030,133130,1787896,835377,572813,597539,1170352,188672,571061,518763,457866,242306,296399,2335432,955045,3290477,1737345,1029479,713294,441388,30660,749932,650064,573822,321173,79818,96292,1128,1706,6722,593208,226846,414,723966,77409,54960,141704,196664,176298,611941,277832,157811,104034,6260,678452,98849,7933,8622,609,80,132976,642
609,TAMIL NADU,Namakkal,1726601,869280,857321,1176131,653312,522819,898245,531463,366782,839152,59093,828356,441044,370357,257127,627484,123573,297179,247516,214836,126468,169206,1200360,388418,1588778,817905,510413,397064,262313,18550,418420,352439,330625,194417,35099,66003,578,2340,3523,308684,140627,154,365810,61860,36901,87385,124286,100172,313747,146278,67297,38032,1692,354019,45345,2788,2947,145,14,75446,309
610,TAMIL NADU,Erode,2251744,1129868,1121876,1492662,828300,664362,1195773,732083,463690,1111051,84722,1055971,595211,411286,432398,843684,175017,345914,319484,269016,155344,215514,1510680,608003,2118683,1006543,701326,542295,368604,33405,557479,483430,503567,322847,35671,95965,922,5672,3095,393062,234189,270,511890,88031,55751,124130,179881,152415,434027,203567,78045,42331,2495,487375,56971,3695,3912,196,21,110476,521
611,TAMIL NADU,The Nilgiris,735394,360143,375251,569647,299447,270200,349974,212172,137802,318924,31050,385420,180261,112126,151979,264105,47555,122821,130678,133569,76132,69657,588740,114497,703237,352516,231451,150804,11234,9543,180262,149269,153523,103216,15347,2640,7170,1546,602,140882,42631,1310,157127,2431,13340,29193,42533,38935,135061,65333,30793,19667,1661,144624,20125,1942,2182,207,33,31991,139
612,TAMIL NADU,Dindigul,2159775,1080938,1078837,1481834,816180,665654,1105155,665469,439686,963017,142138,1054620,500057,443818,269724,713542,207751,386421,372636,282628,153100,163050,1595029,480681,2075710,1065734,647806,443528,222834,15538,458486,379839,356703,187447,21095,66961,3328,1758,5001,381313,140831,934,459347,57892,30279,83532,113811,107295,375642,172444,95903,68502,5217,414781,64405,6056,6698,543,99,77288,421
613,TAMIL NADU,Karur,1064493,528184,536309,727044,401726,325318,543298,329034,214264,508507,34791,521195,264949,212241,152420,364661,76629,190229,167466,146666,77874,85595,759410,276930,1036340,501585,320645,241843,153941,10648,250010,210748,168148,118708,7098,26150,291,683,2094,167820,106194,23,250198,20977,21751,45727,67478,57883,185113,82916,44314,32276,2981,206574,31734,2873,3206,291,42,46334,199
614,TAMIL NADU,Tiruchirappalli,2722290,1352284,1370006,2038981,1087765,951216,1213979,789206,424773,1082329,131650,1508311,651621,452707,423020,875727,229415,444023,447474,418930,223178,291506,2124918,401149,2526067,1346661,797258,575960,362952,28571,592152,537414,398567,340058,12369,70112,888,862,4714,375662,287219,839,607773,47674,43903,98241,142144,132507,461837,205632,123698,89376,7495,513890,67755,6897,7775,739,139,111432,472
615,TAMIL NADU,Perambalur,565223,282157,283066,375823,208011,167812,299726,162639,137087,255097,44629,265497,135751,155413,33179,188592,85210,106751,85101,71650,41447,44025,443373,109011,552384,291371,158218,115151,59863,2259,125953,103116,56453,33135,7474,16041,67,59,864,111622,28692,933,122903,9740,11089,24583,35672,28566,95746,41020,26160,16991,992,105551,14136,1057,1159,92,10,28555,117
616,TAMIL NADU,Ariyalur,754894,374703,380191,480604,269582,211022,359851,212547,147304,272241,87610,395043,177502,223955,30322,254277,60697,134123,113437,96860,53934,57524,532701,233438,766139,380484,216103,157771,104900,2937,165150,134358,40121,35933,7201,14696,347,275,1006,152795,32840,609,173304,8599,12986,30209,43195,35012,125800,52855,37933,27758,1353,146444,18746,1243,1339,87,9,31577,196
617,TAMIL NADU,Cuddalore,2605914,1311697,1294217,1815281,1000322,814959,1169880,749633,420247,837271,332609,1436034,598412,497429,260780,758209,169844,412237,418769,386652,186394,227530,1868837,634041,2502878,1364411,764669,473617,343988,19828,555029,470021,293116,230004,8151,122085,1409,464,4070,389219,212704,138,498446,62059,25226,75857,101083,107152,431186,192059,131975,97658,7495,473604,65535,6433,7371,773,165,90912,519
618,TAMIL NADU,Nagapattinam,1616450,798127,818323,1213008,640916,572092,671994,461174,210820,486328,185666,944456,381940,399016,118724,517740,136593,323359,313357,249630,122350,125639,1306690,253572,1560262,828444,463326,323706,219886,9042,362211,282418,155663,163184,5211,134810,151,71,3838,282989,104497,291,266938,20471,23473,57264,80737,75810,273370,118314,79246,54186,4363,308480,31907,3303,3832,436,93,68437,334
619,TAMIL NADU,Thiruvarur,1264277,626693,637584,946471,503085,443386,540168,369853,170315,412425,127743,724109,303114,321331,86848,408179,138960,250163,243773,203450,103908,99082,1067502,175564,1243066,627880,377118,257116,189906,6790,287260,225629,116640,130231,860,78485,287,134,2493,231871,81976,241,244534,21924,18370,44333,62703,59777,222880,99402,63701,39566,2822,247478,27515,2565,2918,288,65,50060,271
620,TAMIL NADU,Thanjavur,2405890,1182416,1223474,1790998,944264,846734,974079,680483,293596,834484,139595,1431811,555582,479070,274302,753372,138375,431983,419605,373111,178126,222410,1812871,461123,2273994,1193095,712017,499235,343328,17231,522490,446982,275134,272623,1831,97701,1448,152,2937,374666,209948,98,499900,34935,31686,77638,109324,111423,405697,180123,114151,82659,7394,445798,58184,6279,7135,710,146,93957,481
621,TAMIL NADU,Pudukkottai,1618345,803188,815157,1110545,608776,501769,761693,471099,290594,640248,121445,856652,354493,399712,104229,503941,97231,283299,270046,251855,121706,111731,1167183,447346,1614529,835853,470428,311175,209024,7882,324444,286329,112174,109247,10324,39632,5933,2213,6134,275689,57015,22488,301552,28927,17015,42319,59334,60971,255959,109856,85132,68484,6851,283940,46461,5400,6160,661,99,54067,349
622,TAMIL NADU,Sivaganga,1339101,668672,670429,959744,526304,433440,620171,391305,228866,461102,159069,718930,314270,309224,143193,452417,101778,216931,236700,199263,103903,115894,998410,311112,1309522,666218,391356,280462,172619,8222,304124,258837,149850,139173,18405,49164,1477,1326,4331,203801,84326,25413,235593,36636,19607,44563,64170,60028,226250,101019,65203,46184,5356,245294,39006,4472,5165,602,91,52495,248
623,TAMIL NADU,Madurai,3038252,1526475,1511777,2273430,1223810,1049620,1354632,902704,451928,1173902,180730,1683620,754141,417718,592723,1010441,234611,525151,532616,453509,250285,363152,2398674,449125,2847799,1528178,913715,593827,325803,30852,708942,618922,551839,472221,3207,90919,2055,810,19034,434208,298527,1171,678712,62999,40659,113256,153915,154348,552457,258941,139168,83006,8561,605700,71390,7350,8241,762,129,112608,458
624,TAMIL NADU,Theni,1245899,625683,620216,870080,479403,390677,591642,368900,222742,530591,61051,654257,312310,189328,221295,410623,90590,219747,213496,156676,95231,101147,891561,270738,1162299,618923,373564,252267,99044,6607,291879,209456,275383,134167,996,12593,508,1281,4165,191986,133986,27,320379,11199,22306,53484,75790,67104,230233,110055,53074,32434,2508,253069,30050,2641,2892,221,30,54954,218
